"","LR__H9_CRX_ROs_D45","LR__EP1_WT_ROs_D45","SR__D0_1","SR__D0_2","SR__D0_3","SR__D10_3","SR__D10_4","SR__D10_5","SR__D10_6","SR__D25_1","SR__D25_2","SR__D25_3","SR__D25_4"
"ENSG00000171421",542,560,1395,1172,1201,1046,1756,932,1038,989,1102,1059,981
"ENSG00000171425",366,202,1690,1178,1109,994,1303,973,1056,510,547,467,587
"ENSG00000171428",31,29,143,122,129,64,66,64,71,25,42,56,43
"ENSG00000171435",104,121,217,178,185,295,159,247,237,224,308,188,243
"ENSG00000171443",78,97,42,29,50,51,67,56,50,99,99,107,103
"ENSG00000171444",575.99999,679,181,127,167,498,255,419,338,411,383,371,497
"ENSG00000171448",199,259,228,261,186,467,275,361,407,587,476,445,501
"ENSG00000171451",421,506,535,461,427,312,210,199,175,130,119,110,157
"ENSG00000171453",422,484.99999,1176,1000,940,1187,1256,1103,1100,1303,1274,1219,1232
"ENSG00000171456",1355,847.00001,399,358,321,1118,785,1201,1072,1334,1523,1139,1149
"ENSG00000171462",56,52,7,0,1,12,10,21,5,6,8,5,24
"ENSG00000171466",790.00001,659.00001,328,379,306,386,202,283,280,313,312,211,224
"ENSG00000171467",375,373,307,241,210,302,191,276,298,291,207,169,211
"ENSG00000171469",199.99998,278.00001,1381,1418,1159,1262,1224,1159,1104,736,705,727,840
"ENSG00000171475",702,656,482,387,372,594,336,514,501,781,800,541,795
"ENSG00000171488",40,91,27,44,30,261,171,182,244,232,164,156,263
"ENSG00000171490",1942.00001,1622,4910,4548,4047,4892,4863,4077,4361,3802,3328,3312,3758
"ENSG00000171492",466,513,357,393,303,370,404,294,303,342,224,295,270
"ENSG00000171497",456,527,1476,1420,1214,1628,1433,1466,1506,1338,1167,1166,1326
"ENSG00000171502",16,90,25,3,14,4,1,3,2,341,286,228,239
"ENSG00000171503",310.99999,458,392,396,289,317,248,244,260,564,568,497,512
"ENSG00000171530",2249.99999,2555,2467,2152,2150,1932,2418,1627,1518,2786,2754,2695,2800
"ENSG00000171533",1046,1315,21,13,12,64,53,54,71,1018,1157,867,1020
"ENSG00000171551",50,54,39,34,23,56,100,77,83,89,111,83,82
"ENSG00000171552",473,578.99999,1410,1243,1036,1384,1111,1558,1470,1767,2054,1264,1824
"ENSG00000171566",608,736.00001,2649,2436,2113,3328,2710,2868,2880,3088,2842,2719,2943
"ENSG00000171574",208,251,250,275,179,605,545,554,546,854,900,897,897
"ENSG00000171587",42,20,1,2,3,3,0,3,0,11,24,15,23
"ENSG00000171603",1409.99999,1125.00001,742,541,511,1005,751,1015,1066,846,948,683,853
"ENSG00000171604",1910,1774,481,377,312,339,362,321,388,740,886,654,814
"ENSG00000171606",274.99999,334.99999,652,603,576,1068,733,959,1114,811,993,799,824
"ENSG00000171608",89.99999,72,664,524,479,274,233,351,295,98,104,86,105
"ENSG00000171612",305,398,86,65,64,125,191,131,112,68,85,74,125
"ENSG00000171617",367.00001,405,433,313,370,9100,5849,8236,7908,1340,1294,1260,1062
"ENSG00000171621",184,95,27,24,11,39,45,49,37,40,44,29,51
"ENSG00000171634",4183.00001,5137.99999,2620,1979,1983,2326,1403,2384,2204,1684,1647,1278,1488
"ENSG00000171649",198.00001,274,1110,1017,810,1474,960,1343,1392,1308,1207,1156,1114
"ENSG00000171680",583.99998,467,336,335,275,302,203,390,392,267,317,181,194
"ENSG00000171681",2116,3063.00001,4919,5198,3900,7541,3139,6573,6493,4823,4932,3978,4067
"ENSG00000171700",84,72,155,193,165,228,272,250,252,102,133,98,152
"ENSG00000171703",910.00001,861,177,147,205,599,862,750,637,784,620,707,1064
"ENSG00000171714",334.99999,716.99999,204,199,182,316,117,228,232,386,330,316,395
"ENSG00000171720",748.00001,774,2400,2391,2500,4344,4398,4274,3822,3013,2410,2703,3475
"ENSG00000171723",1793,1476.99999,393,373,372,582,287,477,460,1072,1159,960,1075
"ENSG00000171724",114,193,2125,2456,2091,2780,1841,2914,2908,2839,2121,2114,2535
"ENSG00000171729",162,195,106,81,132,65,92,91,68,137,95,94,186
"ENSG00000171735",2239.00001,3329.99998,1153,997,935,1703,2313,1665,1426,1604,1482,1346,1589
"ENSG00000171757",73.99999,34,63,48,49,88,80,81,71,38,24,51,29
"ENSG00000171763",188,164,62,47,71,100,143,163,78,100,51,88,198
"ENSG00000171766",123.99999,170.99999,742,716,570,647,505,605,567,347,316,330,263
"ENSG00000171777",71,34,45,31,21,28,15,32,21,8,10,4,2
"ENSG00000171786",200,413,4,3,1,10,7,13,13,869,1019,862,1002
"ENSG00000171791",141,155,37,34,25,33,8,24,23,31,42,50,30
"ENSG00000171792",605.00001,645.99999,1724,1484,1421,2239,1725,2123,2293,2504,2141,1956,2318
"ENSG00000171793",1145.00001,1105.00001,5061,4840,3998,4554,3696,4690,4858,4523,4084,3422,3979
"ENSG00000171798",375,250,206,129,100,80,70,86,71,256,333,256,375
"ENSG00000171806",141,195,286,254,254,407,374,357,404,347,305,318,353
"ENSG00000171811",253,361,71,74,45,85,68,82,49,172,144,137,159
"ENSG00000171813",156,122,60,67,46,19,36,17,24,36,44,38,73
"ENSG00000171817",44,36,7,10,3,8,0,9,4,45,49,29,49
"ENSG00000171823",868,857,25,26,18,61,58,76,90,146,169,118,113
"ENSG00000171824",833.00001,1047,2621,2241,1987,2884,2080,2905,2831,2968,2993,2260,2707
"ENSG00000171827",157,176,144,129,113,220,153,163,152,137,153,175,174
"ENSG00000171843",635,902,105,107,85,410,345,367,316,1017,1014,865,1026
"ENSG00000171848",2048,1861,5472,5263,4496,5153,4270,4378,4586,6344,4985,4770,5564
"ENSG00000171853",883,631,166,113,184,168,156,199,143,124,151,132,284
"ENSG00000171858",15168.99999,13885,4512,3906,4385,4049,7695,4284,3608,3783,3806,4352,3933
"ENSG00000171861",209,153,984,824,835,848,881,769,789,639,635,572,574
"ENSG00000171862",1159,1330,652,579,549,729,406,604,644,890,761,820,988
"ENSG00000171863",651.99999,752,10153,8713,9140,9069,17545,8874,7543,7736,8018,8925,7888
"ENSG00000171865",462,483,1766,1670,1331,1703,1186,1213,1477,1059,1122,855,1153
"ENSG00000171867",473.00001,339,1022,1086,911,289,154,186,178,1344,1293,1099,1232
"ENSG00000171877",286,270,248,271,227,232,152,214,256,337,286,271,268
"ENSG00000171914",448,471,541,553,581,837,415,982,700,737,728,657,920
"ENSG00000171928",357,564,753,740,500,741,566,594,726,1067,882,925,930
"ENSG00000171940",281,212,469,540,404,798,354,608,669,237,222,155,194
"ENSG00000171943",153,260,744,666,601,1290,573,1203,1099,1054,920,792,1017
"ENSG00000171951",171,84,15,16,18,4,4,0,6,694,725,525,663
"ENSG00000171953",278,327,627,452,470,577,671,518,653,876,791,723,753
"ENSG00000171960",503,651,1084,857,911,1075,1514,950,941,856,849,907,842
"ENSG00000171962",34,44,8,6,5,31,16,30,24,70,71,77,69
"ENSG00000171970",25,60,153,149,147,155,153,134,137,109,120,85,120
"ENSG00000171984",112,145,130,159,127,204,252,133,193,336,371,341,340
"ENSG00000171988",1774,2120.00001,3505,3609,3092,1590,724,1350,1373,1651,1572,1334,1438
"ENSG00000171992",35.00001,54,55,20,18,39,31,29,30,19,29,25,24
"ENSG00000172006",127,166,85,62,79,126,143,145,109,82,74,89,131
"ENSG00000172007",98,111,152,199,169,228,142,190,183,185,188,212,199
"ENSG00000172009",737,584.99999,2183,2002,1831,2430,2177,2822,2831,2059,2154,1650,2301
"ENSG00000172020",2028,2730,182,138,128,188,218,178,176,1299,1283,1005,1129
"ENSG00000172037",691,654,2876,2876,2205,2809,1252,2619,3141,5356,5961,4390,4409
"ENSG00000172046",324.99999,316,2212,1941,1589,2109,1306,2261,2410,2694,2966,2143,2418
"ENSG00000172053",1460,1602.99999,5819,4892,4245,4961,4718,4548,4849,5173,5194,4478,4449
"ENSG00000172057",600,562,1339,1287,1121,2090,1490,1942,2307,1824,2095,1579,1690
"ENSG00000172059",202,176,93,80,66,164,119,133,131,147,127,101,164
"ENSG00000172062",60,114,1867,1879,1622,2237,1890,1766,2092,1918,1674,1814,1887
"ENSG00000172071",489.99999,525.99999,230,168,146,174,159,148,153,398,438,410,443
"ENSG00000172081",365,374,375,317,290,638,431,666,610,1212,1354,1004,1222
"ENSG00000172086",809,839,328,319,306,344,514,265,303,335,262,358,279
"ENSG00000172113",599,382.00001,594,431,451,759,726,744,728,1291,1366,1120,1214
"ENSG00000172115",1835,2185,7020,7344,5349,3810,3303,2971,3263,3425,2633,3215,3623
"ENSG00000172137",67,81,39,34,30,48,51,61,29,15,38,28,52
"ENSG00000172159",40,118,41,20,20,116,75,102,111,30,47,23,30
"ENSG00000172164",25,58,128,114,100,53,49,64,53,19,23,20,33
"ENSG00000172167",351,420,253,273,250,470,308,371,487,385,323,281,320
"ENSG00000172171",199.00001,198,512,413,440,459,747,392,382,403,322,456,403
"ENSG00000172172",816,965.00001,3065,2974,2485,2531,2880,2228,2269,2447,2268,2579,2831
"ENSG00000172175",454,426,121,117,130,166,139,151,100,238,180,192,300
"ENSG00000172183",16,20,52,45,33,27,34,37,25,15,17,13,29
"ENSG00000172197",107,94,595,485,466,156,76,78,121,157,137,112,102
"ENSG00000172201",1910,2286,17,12,11,256,187,239,194,1133,836,956,1041
"ENSG00000172232",35,41,24,10,9,33,31,42,25,24,28,19,32
"ENSG00000172239",1094,1632,962,1158,1061,1769,1723,1367,1279,1364,1136,1512,1672
"ENSG00000172244",155,186,317,372,288,298,224,245,262,463,371,445,479
"ENSG00000172247",126,137,1,4,6,21,6,15,29,14,21,10,9
"ENSG00000172260",75,49,34,35,46,86,34,49,69,132,155,125,128
"ENSG00000172262",977.99999,1871,708,698,612,952,731,874,881,825,810,735,752
"ENSG00000172264",225,465,34,29,43,126,69,82,81,200,197,186,189
"ENSG00000172269",262.99999,272.00001,3385,2859,2417,1881,1472,1710,1894,1603,1528,1266,1579
"ENSG00000172270",4089.00001,3238.00001,27420,21243,19722,24905,22305,22241,26838,23579,22804,18067,22234
"ENSG00000172273",181,225.00001,995,728,676,1279,1168,1107,1230,1018,1035,797,795
"ENSG00000172292",545,898,334,328,288,566,347,419,483,656,484,413,510
"ENSG00000172301",710.00001,723,132,143,182,186,473,244,142,257,168,263,536
"ENSG00000172315",205,198,736,772,716,954,894,952,875,1212,1087,1222,1368
"ENSG00000172318",274,796,575,576,414,586,401,472,592,262,247,281,356
"ENSG00000172331",339,405.00001,525,476,451,715,736,691,549,967,1079,970,876
"ENSG00000172336",498,470,2064,1654,1557,1683,2457,1626,1782,1057,989,899,978
"ENSG00000172339",164,274,195,151,148,134,144,137,145,309,287,312,227
"ENSG00000172340",359,477,1247,1132,974,1419,1083,1091,1261,816,681,642,621
"ENSG00000172346",86,75,57,86,73,44,21,44,44,271,390,243,305
"ENSG00000172348",189,215,57,35,39,89,80,77,87,1016,1072,895,1003
"ENSG00000172354",1623,1334,384,262,318,368,539,461,414,571,635,509,797
"ENSG00000172361",54,71,2,1,12,12,5,11,6,61,53,36,44
"ENSG00000172366",243.00001,195,287,305,421,80,238,97,56,146,106,180,252
"ENSG00000172375",118,77,21,7,16,36,12,37,21,63,54,50,82
"ENSG00000172379",667,645,110,62,84,303,224,319,247,1188,1226,979,1476
"ENSG00000172380",275,322,1092,1259,842,806,532,620,703,722,513,676,641
"ENSG00000172382",149,115,38,14,40,38,40,45,47,95,110,90,88
"ENSG00000172403",19.99999,44,71,65,62,13,6,4,6,9,10,15,8
"ENSG00000172409",203,200,853,717,662,836,690,702,838,545,546,517,476
"ENSG00000172426",297,615,61,45,54,180,163,154,195,341,393,297,310
"ENSG00000172428",1803,1702,1622,1300,1340,1312,1786,1317,1268,1812,1943,1918,1933
"ENSG00000172432",303.00001,300,399,282,285,524,606,476,469,325,293,345,374
"ENSG00000172456",175.99999,316,275,270,266,455,350,338,394,412,419,424,462
"ENSG00000172458",100,111,24,13,17,14,13,22,16,92,58,71,83
"ENSG00000172461",124,95,63,90,58,199,95,138,141,525,362,409,461
"ENSG00000172465",515,841,109,120,87,185,269,152,184,465,472,502,459
"ENSG00000172466",1039,1402,1631,1680,1376,2193,1338,1852,1618,2972,2932,2621,2724
"ENSG00000172469",244.99999,319,228,212,179,206,117,131,170,425,340,454,469
"ENSG00000172476",143,151,128,125,93,144,91,148,153,115,139,80,100
"ENSG00000172493",1257,1719.99999,960,992,758,998,470,900,824,689,704,527,525
"ENSG00000172500",843.00001,864.99999,2487,1843,1791,2347,2318,2222,2321,2462,2219,1993,2157
"ENSG00000172530",646.99999,805.99999,594,458,385,745,679,634,749,780,758,562,719
"ENSG00000172531",1700,1503.99999,6795,5084,5129,7026,9117,6540,6515,6230,6064,5524,5724
"ENSG00000172534",1738,950.99999,4953,4532,3766,3852,2042,4215,4159,4246,4399,2765,3709
"ENSG00000172554",97,67,31,33,22,13,16,8,11,0,6,0,0
"ENSG00000172572",149,483,42,69,57,30,20,23,54,337,390,308,253
"ENSG00000172575",124.99999,51,45,35,43,55,35,56,58,203,160,154,205
"ENSG00000172586",991,1067,1161,907,943,882,1208,864,819,766,714,718,799
"ENSG00000172590",1028.99999,1073.99999,2250,1664,1756,1590,2989,1671,1462,1317,1366,1312,1284
"ENSG00000172594",166,137,38,47,19,58,44,27,36,86,99,121,101
"ENSG00000172602",50,57,135,139,110,269,224,250,323,235,262,187,205
"ENSG00000172613",280,314,332,262,221,316,205,287,322,275,312,255,301
"ENSG00000172638",333.00001,264,137,151,123,221,218,240,234,248,266,320,296
"ENSG00000172661",489,535,1414,1381,1227,1538,733,1327,1397,1260,1362,1057,1111
"ENSG00000172663",367,383.99999,804,696,654,1208,1424,1364,1176,583,568,522,626
"ENSG00000172667",211,214,507,461,436,161,121,175,108,249,229,266,349
"ENSG00000172671",309,466.99999,90,103,105,131,105,88,121,82,90,80,94
"ENSG00000172687",749.00001,952,985,989,812,1442,1262,1195,1324,1139,1088,1185,1087
"ENSG00000172725",410.99999,389.00001,2466,1827,1807,1758,1569,1834,1905,1540,1627,1279,1406
"ENSG00000172728",160,190,561,485,410,716,486,486,607,595,608,525,581
"ENSG00000172731",234,295,641,602,600,917,728,938,853,879,972,879,1073
"ENSG00000172732",344,339.99999,501,476,409,555,569,614,580,690,754,698,844
"ENSG00000172733",516.00001,635.00001,37,29,17,52,52,50,53,81,83,71,96
"ENSG00000172757",9483,9703.99999,23107,18449,17999,20072,17462,19657,19886,21585,22348,16542,18876
"ENSG00000172765",774,1257,333,310,312,670,351,569,710,573,579,517,539
"ENSG00000172766",986,1206,527,494,456,619,310,437,542,727,610,555,704
"ENSG00000172771",58.99999,151.99999,10,10,10,29,19,30,38,144,182,95,142
"ENSG00000172775",918,1006,2176,1736,1715,2712,2445,2524,2364,3043,2963,2664,2657
"ENSG00000172780",37,58,246,320,255,150,40,65,103,23,42,22,38
"ENSG00000172785",375.99999,1455.99998,1973,1801,1499,1724,1417,1648,1604,1458,1363,1242,1315
"ENSG00000172794",30.00002,14,165,135,125,311,211,232,243,19,36,34,12
"ENSG00000172795",1309.00001,1402,3422,4147,2961,4187,1638,3557,3708,1746,1603,1477,1775
"ENSG00000172803",119,76,120,67,129,84,64,90,99,103,134,97,69
"ENSG00000172809",13855.00001,12422,9681,8876,8526,6769,9136,6479,5805,5085,4873,4854,4824
"ENSG00000172817",198,306,19,9,4,22,13,22,11,120,126,161,181
"ENSG00000172819",22,69.99999,1577,1331,1243,1005,712,1038,1063,120,109,66,118
"ENSG00000172824",24.99999,39,20,6,11,28,8,9,26,36,69,49,20
"ENSG00000172828",42,53,131,77,78,106,76,104,100,102,117,100,73
"ENSG00000172830",53,97,247,241,218,171,79,167,218,50,47,38,46
"ENSG00000172831",517,557.99999,1171,1115,839,1119,591,925,1038,2090,2466,1719,1865
"ENSG00000172840",109,127,637,719,553,747,444,580,650,451,504,462,389
"ENSG00000172845",1464,2844.00002,1147,1198,1166,3105,1989,2330,2239,1953,1565,1970,2267
"ENSG00000172869",822,1076,831,913,639,671,251,446,453,751,706,577,599
"ENSG00000172878",132,215,194,157,139,166,155,166,124,319,333,243,258
"ENSG00000172888",387,397,375,363,291,513,319,366,404,508,523,430,401
"ENSG00000172889",271,77,913,806,614,847,997,787,1023,189,227,149,225
"ENSG00000172890",259,227,1435,1097,1148,920,824,831,877,602,944,655,652
"ENSG00000172893",383.99999,464,7904,6642,5847,6605,4616,6128,7718,5818,5713,4480,5142
"ENSG00000172915",5983.00002,7275.99999,926,692,715,663,380,592,510,893,1007,948,881
"ENSG00000172922",1175.00001,983.00001,1150,803,824,1102,1691,1202,1059,1705,1842,1556,1579
"ENSG00000172932",354,449.99998,107,95,90,93,113,124,144,198,189,137,238
"ENSG00000172936",200.00002,165,1371,1238,1085,1369,1190,1352,1457,665,768,698,679
"ENSG00000172939",826,964,927,943,977,1877,1254,1615,1567,1632,1537,1624,2002
"ENSG00000172943",439.00001,342,906,920,759,1413,738,1413,1490,1857,2248,1470,1653
"ENSG00000172954",293,388,1085,1056,882,1613,678,1235,1446,1025,925,834,1080
"ENSG00000172977",310,346,993,774,661,1300,1093,1093,1380,2249,2264,1948,2112
"ENSG00000172985",36,23,22,6,6,1,1,5,6,25,39,29,26
"ENSG00000172986",51,143,27,24,19,22,21,30,23,10,12,6,9
"ENSG00000172992",741.00002,868,2048,1545,1534,2226,1614,2134,2059,2577,2940,2282,2712
"ENSG00000173011",162,145,166,81,104,114,98,114,124,96,134,118,115
"ENSG00000173013",63,49,0,2,1,8,5,2,9,28,38,16,43
"ENSG00000173020",446,381,315,182,170,201,182,213,201,141,219,141,156
"ENSG00000173039",398.99999,287,408,347,332,537,387,541,626,833,872,643,843
"ENSG00000173040",105,86,166,159,196,186,92,271,225,80,102,51,71
"ENSG00000173064",1519,1735,521,360,383,555,261,514,420,1034,1285,893,803
"ENSG00000173065",898,1057,2691,2462,2126,2117,1135,2086,2117,999,1219,782,1044
"ENSG00000173068",87,135,952,935,813,239,146,224,205,88,94,100,81
"ENSG00000173083",15,17,68,70,46,67,33,59,58,18,8,7,11
"ENSG00000173085",254.99999,275.99999,90,61,63,86,176,110,52,66,61,47,130
"ENSG00000173113",1847,2112.00001,6845,5852,5516,6328,9495,5717,5518,4194,3952,3701,3884
"ENSG00000173114",318,476.99999,33,36,18,128,82,133,104,254,287,230,194
"ENSG00000173120",999,1124.00001,712,571,515,631,406,615,495,481,461,336,474
"ENSG00000173137",144.99999,125,127,98,102,212,258,166,227,287,292,236,205
"ENSG00000173141",1612,1716,2847,2207,2081,1963,2567,1804,1817,2793,2748,2617,2663
"ENSG00000173145",393,470,747,744,589,795,508,602,671,512,493,412,552
"ENSG00000173153",269,168,255,182,165,75,127,109,99,47,41,31,42
"ENSG00000173156",45,30,141,127,137,55,85,56,52,7,2,11,3
"ENSG00000173157",63,53,248,281,263,175,100,149,235,92,61,37,62
"ENSG00000173163",620,581,586,491,574,700,1114,628,626,1086,1087,1077,967
"ENSG00000173166",1057.99998,865.99999,242,304,243,387,301,469,396,448,384,312,328
"ENSG00000173171",270,335.00001,1636,1203,1116,1128,1369,1151,1134,938,1008,782,907
"ENSG00000173175",115,117,643,433,456,72,42,63,75,59,55,38,45
"ENSG00000173193",221,182,564,652,495,135,39,127,96,144,100,93,102
"ENSG00000173207",1024,1460,10328,8685,8101,10258,18765,8628,8722,7005,6199,7512,7467
"ENSG00000173210",16.99999,38.99999,10,15,10,16,13,14,14,26,34,31,51
"ENSG00000173214",368,526,745,666,617,1009,390,710,797,667,838,655,681
"ENSG00000173218",163,156,378,492,427,478,252,436,400,319,373,288,439
"ENSG00000173221",265,375.99999,395,404,299,326,405,289,292,310,292,246,206
"ENSG00000173226",918.99999,1374.00001,1741,1541,1233,1696,1324,1390,1590,2266,2037,1905,2276
"ENSG00000173230",3218.99999,4019.00001,2550,2374,2027,2969,1386,2483,2531,2766,3106,2075,2292
"ENSG00000173258",364,535,1493,1667,1458,913,423,729,756,533,449,407,518
"ENSG00000173264",363.99999,352,250,232,232,259,140,288,298,414,386,302,390
"ENSG00000173267",606.99999,968,232,145,144,25,50,37,55,650,994,752,700
"ENSG00000173272",1511,1363.99999,564,572,706,763,1312,914,790,741,565,649,912
"ENSG00000173273",1168,1846,1431,1712,1392,3668,1478,2933,2939,3036,2975,2833,2925
"ENSG00000173275",82,110,277,311,201,338,260,279,328,185,167,165,176
"ENSG00000173276",241,226,373,414,347,846,375,696,658,1121,960,899,851
"ENSG00000173281",56,24,1330,1370,1213,588,264,481,454,320,400,296,277
"ENSG00000173320",568,811,508,504,433,484,289,476,430,2018,2049,1483,1804
"ENSG00000173327",249,201.00001,270,300,323,364,309,454,397,230,265,248,360
"ENSG00000173334",287,234,332,219,224,129,116,124,72,97,78,107,78
"ENSG00000173376",17,28,33,54,47,86,34,87,97,334,333,321,345
"ENSG00000173401",27,14,76,50,54,0,1,0,0,0,3,1,0
"ENSG00000173402",910.99999,845.00001,2465,2902,2557,2862,1496,2923,2886,2436,2558,1957,2895
"ENSG00000173404",296,400,4,7,5,1,0,1,1,177,151,146,127
"ENSG00000173406",504.99999,292,348,326,301,543,385,504,524,641,540,588,552
"ENSG00000173409",266,411.00001,397,344,266,585,654,416,528,549,519,538,526
"ENSG00000173418",646.99999,973,1247,1317,956,1121,1292,938,1053,1200,1040,1228,1133
"ENSG00000173436",1919,2437.99999,2587,2219,2167,1725,2150,1609,1420,2424,2039,2095,2240
"ENSG00000173451",176,236,154,149,150,240,188,195,202,238,201,288,222
"ENSG00000173452",78,72,10,3,5,0,4,3,3,88,142,81,88
"ENSG00000173456",367,343,7339,6211,5163,8218,5119,8146,9092,7064,6676,5285,6490
"ENSG00000173457",1541,1760,510,357,312,234,381,243,173,327,229,253,357
"ENSG00000173465",316,317,1031,778,746,486,569,474,471,425,478,355,383
"ENSG00000173473",3522,3639,5173,5342,5484,7747,5095,7777,6638,5182,4275,4515,6779
"ENSG00000173480",197,261,262,277,236,424,288,533,435,288,277,218,209
"ENSG00000173482",913,687.99999,170,116,132,213,154,171,171,278,315,269,240
"ENSG00000173486",1056,886,1657,1313,1183,1000,1113,978,1123,1141,1188,920,1044
"ENSG00000173511",777,589,155,104,115,96,84,80,81,160,166,119,167
"ENSG00000173517",744.99999,801.99999,920,913,749,1410,547,1243,1157,557,617,512,479
"ENSG00000173530",193,58,1436,1356,1207,1301,757,1067,1256,618,499,433,533
"ENSG00000173531",99.99999,121,72,55,70,65,36,51,86,138,177,143,130
