"","EP1-WT_ROs_D45","H9-CRX_ROs_D45","EP1-WT_hRO_2","H9-BRN3B_hRO_2","H9-CRX_hRO_2","EP1-BRN3B-RO","H9-BRN3B-RO"
"ENST00000361923",34,35,67,53,43,82,123
"ENST00000602883",4,5,5,10,1,20,13
"ENST00000377507",21,75,30,26,30,66,80
"ENST00000493373",5,0,0,2,1,2,5
"ENST00000460192",16,17,3,0,8,10,10
"ENST00000493678",1984,1645,705,633,667,1406,1001
"ENST00000377493",42,52,19,21,21,52,37
"ENST00000338639",1353,1174,742,827,770,1309,1089
"ENST00000465354",8,2,9,4,5,12,10
"ENST00000377491",23,15,8,10,10,21,12
"ENST00000377488",4,6,1,3,3,4,1
"ENST00000497113",9,5,3,2,0,8,8
"ENST00000469225",63,90,89,59,63,84,76
"ENST00000377482",270,279,168,126,131,351,378
"ENST00000467067",9,10,5,5,7,10,4
"ENST00000469499",0,2,2,2,1,11,3
"ENST00000471889",21,23,12,20,25,36,58
"ENST00000289877",9,9,13,10,11,21,20
"ENST00000337907",322,432,318,258,251,454,593
"ENST00000400908",785,830,457,408,411,962,949
"ENST00000377464",93,167,74,37,28,147,155
"ENST00000465125",61,111,34,19,11,82,73
"ENST00000400907",11,8,10,4,8,16,30
"ENST00000476556",82,185,60,38,24,117,115
"ENST00000656437",26,15,18,6,19,60,44
"ENST00000460659",5,4,0,1,0,4,6
"ENST00000464972",19,11,9,17,23,38,34
"ENST00000659924",54,39,36,12,27,107,72
"ENST00000704049",14,5,7,3,8,17,15
"ENST00000480342",46,44,34,23,22,102,96
"ENST00000507012",5,4,4,1,0,16,7
"ENST00000469251",27,21,15,14,10,18,42
"ENST00000704050",97,57,38,44,34,250,141
"ENST00000468247",138,140,44,35,26,122,83
"ENST00000234590",9351,8002,6450,12166,9485,12638,11902
"ENST00000464920",1144,1704,1682,2459,1936,1632,1587
"ENST00000647408",842,1577,1471,2236,1700,1431,1591
"ENST00000646370",258,311,336,401,286,398,325
"ENST00000645609",377,439,236,251,209,791,765
"ENST00000645600",3,7,6,5,4,5,11
"ENST00000497492",10,8,11,12,4,14,9
"ENST00000646660",7,7,2,7,5,0,4
"ENST00000646680",4,3,5,4,0,8,6
"ENST00000646906",6,3,8,6,3,19,18
"ENST00000646156",17,17,15,17,20,18,12
"ENST00000489867",9,8,1,1,1,5,1
"ENST00000486051",8,16,7,16,14,4,8
"ENST00000492343",26,10,18,18,11,12,17
"ENST00000414948",25,20,14,19,10,16,14
"ENST00000480186",3,1,0,3,2,8,9
"ENST00000400906",3,0,1,3,1,2,5
"ENST00000377424",35,39,27,46,37,95,82
"ENST00000377411",22,38,24,23,31,28,38
"ENST00000377403",354,368,183,177,178,564,345
"ENST00000602477",53,38,31,11,20,55,37
"ENST00000495451",32,21,55,30,21,52,30
"ENST00000328089",127,137,41,35,38,55,42
"ENST00000302692",391,300,127,130,128,494,566
"ENST00000340381",190,190,102,110,111,166,163
"ENST00000340305",72,91,55,29,34,121,157
"ENST00000416541",19,36,15,24,18,27,22
"ENST00000510900",10,4,4,3,2,3,5
"ENST00000508400",2,5,5,4,3,4,4
"ENST00000481137",4,1,8,2,0,1,1
"ENST00000377346",12,22,44,55,29,20,24
"ENST00000698711",3,2,2,2,1,4,4
"ENST00000698713",10,6,7,8,5,6,8
"ENST00000698714",2,1,1,2,4,3,7
"ENST00000698719",6,3,4,3,3,5,2
"ENST00000377298",557,717,878,866,1003,1425,1364
"ENST00000650348",49,70,38,46,42,122,111
"ENST00000477264",9,28,24,27,27,61,55
"ENST00000435891",39,51,60,55,57,173,145
"ENST00000361311",293,335,145,122,117,877,689
"ENST00000464286",4,3,3,1,2,25,6
"ENST00000377263",826,677,312,306,254,1126,715
"ENST00000400904",298,260,63,63,43,317,160
"ENST00000377258",10,1,3,3,2,10,9
"ENST00000377256",5,4,3,1,3,1,1
"ENST00000488540",16,3,10,11,12,8,21
"ENST00000377223",805,739,440,523,512,783,753
"ENST00000400903",23,28,13,5,17,23,22
"ENST00000377213",108,107,44,70,62,141,156
"ENST00000471853",2,7,4,11,5,3,3
"ENST00000403197",17,21,19,18,11,21,36
"ENST00000462686",21,13,16,16,13,19,22
"ENST00000377205",124,143,100,81,69,177,172
"ENST00000492735",6,6,4,1,8,10,9
"ENST00000496751",0,1,7,5,5,6,2
"ENST00000315901",3,2,3,4,6,6,11
"ENST00000294435",13,19,11,17,30,37,36
"ENST00000253251",108,76,46,50,51,107,88
"ENST00000672724",138,173,96,90,90,156,123
"ENST00000343090",190,156,106,107,90,162,170
"ENST00000377153",17,11,13,11,11,15,20
"ENST00000462658",10,8,9,5,10,21,19
"ENST00000470736",3,0,5,6,1,12,5
"ENST00000466379",26,19,10,8,8,23,17
"ENST00000488228",18,5,15,13,17,23,13
"ENST00000487244",5,1,2,2,0,8,11
"ENST00000377093",239,218,98,90,88,331,273
"ENST00000696500",139,152,91,68,52,265,221
"ENST00000676179",416,373,291,283,263,711,781
"ENST00000696501",19,23,27,13,13,60,39
"ENST00000263934",54,51,25,20,21,76,62
"ENST00000696502",41,43,35,22,19,70,89
"ENST00000696503",49,35,25,24,20,70,74
"ENST00000696504",35,29,22,19,18,68,56
"ENST00000377086",257,245,238,212,194,313,388
"ENST00000377083",21,32,26,16,17,49,53
"ENST00000696505",6,2,11,1,1,17,11
"ENST00000696506",9,6,17,9,14,15,11
"ENST00000377081",97,63,64,85,78,98,113
"ENST00000620295",61,71,47,47,41,75,95
"ENST00000622724",49,36,37,28,21,75,97
"ENST00000495136",14,11,0,12,14,51,35
"ENST00000696507",3,4,0,1,0,6,2
"ENST00000497835",7,11,10,7,20,26,26
"ENST00000465635",10,2,5,5,4,19,14
"ENST00000483340",7,4,7,4,5,14,22
"ENST00000635499",18,16,22,11,21,62,58
"ENST00000470616",1,6,2,1,2,7,10
"ENST00000491493",7,13,1,4,1,5,7
"ENST00000487775",20,6,4,8,3,8,10
"ENST00000270776",2070,1840,585,760,703,1026,927
"ENST00000477958",2,10,2,2,0,7,5
"ENST00000465632",3,5,1,2,0,6,6
"ENST00000460189",5,5,6,2,2,13,11
"ENST00000493288",6,3,0,1,0,5,6
"ENST00000498356",9,10,2,2,6,17,9
"ENST00000400900",39,43,18,27,19,26,25
"ENST00000470413",30,26,12,12,17,12,13
"ENST00000602787",17,35,1,4,2,4,2
"ENST00000602296",25,29,11,16,19,32,37
"ENST00000309048",317,330,117,124,102,151,163
"ENST00000477755",151,100,49,30,29,127,128
"ENST00000462462",6,4,0,0,2,4,2
"ENST00000464507",34,8,2,4,9,13,17
"ENST00000377049",29,33,10,20,8,19,30
"ENST00000377038",846,891,626,618,561,1087,1077
"ENST00000377036",116,118,33,25,24,94,72
"ENST00000472851",22,16,13,9,4,26,33
"ENST00000356607",188,233,124,128,113,215,237
"ENST00000491661",14,6,3,1,2,8,4
"ENST00000377022",439,377,249,290,342,857,1180
"ENST00000447850",13,26,20,7,12,38,27
"ENST00000344008",121,164,79,53,65,103,148
"ENST00000496432",37,45,21,14,9,64,79
"ENST00000492173",54,49,19,28,27,115,94
"ENST00000472814",15,11,9,3,6,12,19
"ENST00000476357",5,5,3,3,8,17,9
"ENST00000639083",22,11,11,5,12,18,23
"ENST00000639599",4,4,1,1,2,1,8
"ENST00000629725",97,97,27,22,12,50,35
"ENST00000439080",13,5,6,2,4,18,14
"ENST00000613864",26,32,7,6,2,12,15
"ENST00000472476",13,4,4,2,6,10,22
"ENST00000240185",1535,1190,533,698,659,1066,784
"ENST00000614757",50,39,19,26,21,33,42
"ENST00000621715",12,10,2,0,5,4,4
"ENST00000315091",79,128,61,55,80,69,75
"ENST00000473869",5,10,3,1,2,10,7
"ENST00000618606",0,1,2,2,2,11,9
"ENST00000620632",2,5,5,3,4,7,4
"ENST00000610369",4,4,10,8,8,4,2
"ENST00000621573",5,5,5,5,2,6,8
"ENST00000611008",7,23,9,11,14,25,17
"ENST00000496840",4,4,3,3,6,19,16
"ENST00000480464",28,37,17,16,18,20,16
"ENST00000607145",137,89,96,105,118,248,194
"ENST00000612387",18,18,24,13,24,31,34
"ENST00000700088",6,9,15,26,15,8,12
"ENST00000700091",5,0,3,2,5,3,3
"ENST00000700092",3,3,5,2,0,3,4
"ENST00000700093",1,2,1,0,2,6,8
"ENST00000700094",0,4,2,0,0,12,6
"ENST00000699927",8,7,7,5,11,16,30
"ENST00000475189",33,54,42,41,23,68,54
"ENST00000376957",751,779,219,264,220,618,475
"ENST00000459997",6,8,3,2,1,3,3
"ENST00000487300",2,3,0,0,2,5,5
"ENST00000304457",229,205,119,116,121,194,172
"ENST00000376936",591,431,236,304,275,474,494
"ENST00000474216",62,50,56,70,66,156,102
"ENST00000490565",4,0,0,0,0,5,9
"ENST00000469634",3,4,6,0,1,6,4
"ENST00000472078",0,0,1,0,0,8,7
"ENST00000460196",1,3,2,1,3,6,5
"ENST00000703139",47,58,52,30,41,54,61
"ENST00000376838",55,69,43,58,58,65,77
"ENST00000703140",92,105,48,61,47,100,111
"ENST00000361445",152,175,93,101,91,156,156
"ENST00000703141",52,48,40,33,37,57,53
"ENST00000703142",52,73,25,18,11,54,54
"ENST00000703118",33,48,24,12,12,53,51
"ENST00000703131",2,1,4,1,0,10,8
"ENST00000495435",3,5,6,7,2,13,22
"ENST00000476768",3,3,6,2,2,6,7
"ENST00000703132",12,15,8,7,3,19,29
"ENST00000703143",17,14,7,13,9,12,22
"ENST00000376819",9,20,8,5,4,21,22
"ENST00000376810",201,215,137,153,148,365,356
"ENST00000486588",7,1,4,6,1,5,4
"ENST00000483738",8,7,7,6,8,18,22
"ENST00000294484",258,215,135,162,155,264,296
"ENST00000423056",9,10,4,7,6,7,18
"ENST00000304391",6,7,7,7,8,3,7
"ENST00000642025",10,10,20,35,10,23,45
"ENST00000354287",43,19,10,60,22,75,114
"ENST00000251546",16,16,17,15,9,23,18
"ENST00000425796",5,6,2,6,1,7,1
"ENST00000376770",41,52,47,62,47,90,106
"ENST00000251547",68,61,74,126,82,149,123
"ENST00000376762",45,63,35,43,42,44,67
"ENST00000471895",13,5,22,18,10,14,19
"ENST00000376664",103,115,76,67,69,79,71
"ENST00000376692",244,284,79,161,136,143,116
"ENST00000235310",287,364,80,146,100,142,112
"ENST00000697273",16,11,8,14,4,14,4
"ENST00000376672",247,243,77,162,107,93,70
"ENST00000456915",33,49,14,20,11,20,11
"ENST00000376669",4,4,2,0,1,3,3
"ENST00000376667",18,24,9,9,15,5,4
"ENST00000376655",3,6,1,4,4,5,3
"ENST00000376753",36,33,41,43,28,97,96
"ENST00000474239",5,1,0,3,2,2,8
"ENST00000294485",198,223,100,115,92,87,91
"ENST00000376637",6,8,1,5,1,2,3
"ENST00000476512",9,2,2,2,1,1,0
"ENST00000314340",374,324,103,128,100,181,155
"ENST00000376629",108,85,26,27,43,41,37
"ENST00000471765",8,13,9,13,10,10,14
"ENST00000484153",6,5,4,5,4,7,11
"ENST00000376592",72,67,61,66,53,160,107
"ENST00000376590",59,65,55,53,57,143,129
"ENST00000376583",21,22,19,23,19,58,46
"ENST00000376585",44,34,22,20,13,61,63
"ENST00000641747",1,2,0,3,2,8,3
"ENST00000641805",2,4,1,1,5,2,5
"ENST00000641446",2,1,3,3,0,5,5
"ENST00000641759",3,3,3,2,0,6,2
"ENST00000641820",3,0,5,0,1,6,9
"ENST00000641909",10,7,4,8,2,12,12
"ENST00000641437",3,0,1,5,3,1,7
"ENST00000418034",13,11,6,3,0,20,8
"ENST00000431243",1,4,1,4,2,3,7
"ENST00000413656",11,10,10,7,7,45,47
"ENST00000312413",85,76,91,69,68,102,132
"ENST00000346436",129,86,71,96,63,111,117
"ENST00000376497",29,25,12,8,10,32,24
"ENST00000400892",36,23,11,11,10,29,21
"ENST00000376496",6,12,4,6,0,18,26
"ENST00000376490",2,2,2,5,6,2,10
"ENST00000376491",2,0,4,3,0,5,3
"ENST00000376492",3,1,2,4,2,2,5
"ENST00000494028",9,12,8,8,8,18,15
"ENST00000376480",13,16,27,57,52,16,14
"ENST00000376468",1,3,34,39,21,12,4
"ENST00000376572",235,252,138,174,163,332,283
"ENST00000376576",68,76,19,30,26,99,84
"ENST00000485046",1,1,9,3,6,6,1
"ENST00000449038",20,15,19,5,10,18,3
"ENST00000196061",355,412,387,570,393,802,566
"ENST00000465920",5,2,5,2,7,6,3
"ENST00000491536",21,41,67,64,66,83,56
"ENST00000481933",21,16,27,17,25,33,36
"ENST00000444836",98,111,90,89,91,146,149
"ENST00000674817",24,28,12,12,21,33,26
"ENST00000675053",7,6,4,4,5,14,1
"ENST00000675194",5,12,4,4,5,14,12
"ENST00000675817",17,9,7,2,6,12,10
"ENST00000675298",11,17,8,6,4,25,6
"ENST00000674548",9,0,3,3,2,10,9
"ENST00000675959",11,11,6,5,11,16,13
"ENST00000674706",4,5,4,2,1,17,13
"ENST00000676426",6,6,8,4,5,5,9
"ENST00000674910",0,4,1,4,2,11,13
"ENST00000675231",14,29,5,12,11,25,23
"ENST00000675512",3,5,1,10,1,6,1
"ENST00000675113",2,4,3,1,3,0,8
"ENST00000235329",148,123,61,65,63,116,90
"ENST00000676293",22,44,33,20,25,46,50
"ENST00000675919",28,22,22,36,27,28,51
"ENST00000675987",23,16,22,25,26,71,54
"ENST00000675781",2,1,4,7,3,9,10
"ENST00000675483",7,1,1,8,7,11,2
"ENST00000675528",7,3,9,2,5,10,6
"ENST00000675404",12,11,10,6,10,17,26
"ENST00000675043",0,6,2,1,1,3,6
"ENST00000235332",225,221,77,133,91,182,189
"ENST00000466860",77,52,12,26,20,43,23
"ENST00000498685",19,17,8,6,15,27,19
"ENST00000492256",1,4,0,5,1,10,6
"ENST00000460823",8,2,3,3,4,2,8
"ENST00000478299",10,17,8,4,3,14,18
"ENST00000376259",206,153,12,17,10,4,4
"ENST00000492361",81,86,4,18,13,5,6
"ENST00000620676",112,103,80,77,85,278,275
"ENST00000613099",77,79,65,72,52,220,176
"ENST00000476169",3,3,1,5,4,5,4
"ENST00000489961",2,0,1,2,2,13,10
"ENST00000011700",15,22,12,16,11,70,75
"ENST00000646917",8,7,8,4,7,27,11
"ENST00000460333",16,19,18,13,20,82,55
"ENST00000487188",15,8,16,12,14,33,28
"ENST00000643711",4,6,4,3,8,5,5
"ENST00000646411",8,9,10,6,7,18,19
"ENST00000543710",12,19,24,26,21,68,80
"ENST00000645371",9,0,3,3,8,10,18
"ENST00000476045",1,2,1,1,1,1,8
"ENST00000481484",4,2,1,1,1,7,8
"ENST00000543766",17,12,29,39,22,99,74
"ENST00000645148",0,0,4,4,6,5,3
"ENST00000616661",78,49,726,1195,1188,1531,1231
"ENST00000464917",2,2,11,6,5,19,17
"ENST00000430996",1,4,24,15,9,30,22
"ENST00000482265",0,1,6,5,5,19,15
"ENST00000376221",0,0,3,2,1,5,7
"ENST00000359318",9,3,8,8,3,18,26
"ENST00000620146",14,4,8,4,8,17,23
"ENST00000614859",34,54,30,41,39,80,79
"ENST00000474179",8,4,4,2,4,10,17
"ENST00000357726",0,0,2,7,2,10,20
"ENST00000697342",0,0,0,1,0,9,13
"ENST00000697343",1,1,4,3,1,8,21
"ENST00000415919",1,0,4,10,6,19,39
"ENST00000334600",1,0,1,2,1,5,10
"ENST00000376098",0,1,0,1,2,7,9
"ENST00000376085",20,21,12,10,10,29,51
"ENST00000294489",140,135,43,37,73,156,86
"ENST00000376057",101,158,65,71,91,186,123
"ENST00000621990",58,82,49,50,62,106,65
"ENST00000510906",5,1,1,0,1,7,3
"ENST00000376061",5,2,3,7,2,5,1
"ENST00000513143",6,3,0,0,1,8,2
"ENST00000311066",152,149,69,59,62,167,198
"ENST00000484063",2,3,2,2,0,3,4
"ENST00000376048",15,12,10,11,10,14,22
"ENST00000235372",80,89,43,42,41,91,93
"ENST00000502727",2,3,0,2,1,6,12
"ENST00000413440",214,171,108,143,130,192,263
"ENST00000343137",67,60,36,29,20,73,75
"ENST00000491815",3,5,3,1,4,8,12
"ENST00000407521",11,6,5,5,4,8,3
"ENST00000487453",11,10,8,11,3,16,25
"ENST00000636203",15,18,12,13,21,67,51
"ENST00000376030",58,50,27,26,42,254,166
"ENST00000491547",68,65,27,40,38,169,97
"ENST00000503743",1,6,2,1,0,14,13
"ENST00000361144",74,99,51,78,92,278,197
"ENST00000376028",0,0,1,2,2,11,4
"ENST00000400798",46,66,49,77,89,247,177
"ENST00000400797",4,2,7,2,4,12,8
"ENST00000428417",27,16,5,15,12,8,1
"ENST00000376014",10,8,3,1,3,1,1
"ENST00000400796",30,26,7,9,9,5,6
"ENST00000376008",101,59,28,41,52,32,13
"ENST00000434578",5,1,2,1,6,0,0
"ENST00000683790",5,11,0,4,1,2,2
"ENST00000688493",30,21,4,0,6,6,6
"ENST00000358897",11,13,2,0,0,4,9
"ENST00000375997",3,9,0,0,2,1,1
"ENST00000459961",13,19,2,3,3,6,1
"ENST00000444385",5,4,1,1,1,0,3
"ENST00000375980",1187,1268,192,302,178,290,279
"ENST00000445566",14,14,1,3,1,6,5
"ENST00000375943",5,6,1,3,4,10,22
"ENST00000375949",10,5,1,5,8,12,12
"ENST00000375910",3,0,0,3,6,1,7
"ENST00000546424",47,55,33,37,27,74,62
"ENST00000333868",67,61,34,59,34,53,43
"ENST00000348549",49,36,16,27,31,26,25
"ENST00000400777",1,6,2,4,3,1,6
"ENST00000424908",1,5,2,2,2,1,4
"ENST00000375890",2,2,2,3,0,3,4
"ENST00000546969",3,3,0,0,1,3,6
"ENST00000469637",6,4,1,4,2,6,2
"ENST00000375838",16,10,8,5,3,23,19
"ENST00000616884",59,44,32,24,30,88,71
"ENST00000475133",57,52,44,54,51,85,116
"ENST00000375849",17,8,13,6,1,27,36
"ENST00000375847",87,58,61,75,65,136,144
"ENST00000483270",12,6,5,5,4,17,16
"ENST00000375826",21,39,12,14,17,30,44
"ENST00000711098",82,92,46,50,50,103,107
"ENST00000711099",71,87,57,67,59,103,93
"ENST00000480945",135,114,78,45,49,155,159
"ENST00000486680",7,12,4,7,0,10,10
"ENST00000546927",10,6,5,5,5,15,7
"ENST00000548451",8,3,0,2,2,13,9
"ENST00000345034",2,2,4,1,2,2,10
"ENST00000375799",342,338,132,184,158,357,370
"ENST00000375793",145,171,72,110,81,191,182
"ENST00000642363",68,51,40,59,36,77,68
"ENST00000294454",33,52,24,50,45,56,52
"ENST00000375771",37,61,39,37,14,86,63
"ENST00000483633",0,2,1,3,0,6,4
"ENST00000375766",50,65,38,29,31,62,51
"ENST00000441801",15,13,7,18,14,25,17
"ENST00000509138",3,0,2,5,1,3,3
"ENST00000483273",53,86,86,128,117,97,141
"ENST00000673875",51,31,20,14,15,70,66
"ENST00000375759",587,647,252,210,201,759,715
"ENST00000438066",455,539,244,211,175,606,632
"ENST00000471538",7,11,4,3,1,8,3
"ENST00000442985",2,0,2,4,2,6,5
"ENST00000704274",177,225,137,91,94,220,148
"ENST00000487496",3,3,7,2,4,13,5
"ENST00000462525",8,7,15,11,11,18,7
"ENST00000440560",14,6,13,6,9,20,12
"ENST00000375743",116,107,49,81,65,132,121
"ENST00000537142",13,9,11,5,15,15,21
"ENST00000375733",25,24,20,16,13,25,21
"ENST00000479282",4,9,3,1,2,20,10
"ENST00000494020",4,1,2,3,2,15,6
"ENST00000329454",1,9,11,5,6,28,33
"ENST00000375667",3,10,6,3,1,1,4
"ENST00000375662",62,98,54,81,78,83,94
"ENST00000358432",288,348,259,228,278,392,408
"ENST00000462805",1,8,9,5,2,12,2
"ENST00000480202",1,3,3,0,2,2,7
"ENST00000461614",3,8,3,0,2,4,2
"ENST00000478117",15,19,4,12,11,15,15
"ENST00000270747",42,73,17,19,21,41,38
"ENST00000375599",34,44,30,21,18,23,26
"ENST00000375592",309,301,273,331,301,398,467
"ENST00000478089",38,37,42,44,55,74,74
"ENST00000475078",5,6,5,0,3,7,5
"ENST00000471507",13,23,1,3,8,27,11
"ENST00000401089",367,420,176,238,184,386,257
"ENST00000401088",275,284,162,195,141,366,233
"ENST00000476423",5,4,1,0,0,3,2
"ENST00000475554",3,4,3,6,1,16,11
"ENST00000492354",149,142,80,82,54,144,66
"ENST00000472461",3,5,4,2,0,7,12
"ENST00000466212",10,7,1,5,4,14,13
"ENST00000335496",4,2,0,5,9,5,6
"ENST00000540400",3,1,0,3,0,7,2
"ENST00000375577",1,3,0,1,1,4,7
"ENST00000337132",212,200,94,124,105,288,184
"ENST00000486390",91,93,37,48,56,92,66
"ENST00000443980",30,32,21,15,15,28,21
"ENST00000492095",9,8,2,7,8,9,3
"ENST00000459640",5,1,2,0,1,4,5
"ENST00000496239",39,45,49,57,79,96,72
"ENST00000513161",7,4,0,4,4,4,5
"ENST00000509727",9,10,17,4,7,20,8
"ENST00000430580",666,649,402,470,421,620,697
"ENST00000392963",31,57,16,23,21,53,86
"ENST00000420513",2,5,6,3,0,0,10
"ENST00000599069",150,139,93,118,97,171,220
"ENST00000599908",21,24,38,21,15,42,59
"ENST00000449853",269,316,193,179,167,299,305
"ENST00000466256",71,34,27,34,28,110,81
"ENST00000375541",203,167,124,136,138,561,471
"ENST00000445545",26,12,6,5,9,78,32
"ENST00000467938",21,6,9,5,4,27,15
"ENST00000494191",5,10,8,2,9,10,11
"ENST00000477773",27,25,12,23,15,35,31
"ENST00000375534",135,167,76,85,89,145,85
"ENST00000375535",1224,1183,411,488,492,1200,601
"ENST00000490075",98,106,54,61,62,105,64
"ENST00000476788",25,24,8,2,7,13,5
"ENST00000492598",1,2,5,2,0,4,1
"ENST00000341676",22,37,15,10,13,32,48
"ENST00000326735",111,145,72,79,75,175,222
"ENST00000452699",113,170,73,71,62,156,185
"ENST00000466561",13,8,13,3,9,24,16
"ENST00000463860",20,11,15,19,13,37,36
"ENST00000491274",65,94,88,70,73,89,129
"ENST00000463045",59,56,57,68,56,110,114
"ENST00000375499",497,479,294,349,339,630,800
"ENST00000485092",5,8,8,9,5,7,6
"ENST00000475049",6,10,10,12,2,14,8
"ENST00000475506",5,3,7,1,3,10,4
"ENST00000466613",12,9,3,3,3,15,14
"ENST00000375486",8,1,17,20,14,194,124
"ENST00000466151",2,0,5,1,5,12,13
"ENST00000375481",4,0,2,1,0,25,7
"ENST00000375471",0,1,0,2,1,5,8
"ENST00000375460",0,1,1,4,1,2,13
"ENST00000375453",0,2,2,1,2,4,7
"ENST00000619609",0,2,2,5,2,8,12
"ENST00000375436",1161,1018,428,466,469,586,372
"ENST00000375433",68,78,27,13,23,57,29
"ENST00000361221",227,170,101,109,106,301,248
"ENST00000375415",23,12,9,15,11,30,24
"ENST00000482892",5,3,1,1,0,2,5
"ENST00000469726",28,13,19,5,4,34,28
"ENST00000375408",49,29,24,15,22,69,53
"ENST00000167825",21,21,13,12,7,34,26
"ENST00000482359",6,6,8,1,5,11,2
"ENST00000466782",4,4,5,0,0,3,10
"ENST00000495593",56,42,53,67,63,118,90
"ENST00000375406",2,3,0,3,0,6,3
"ENST00000251296",10,12,166,126,217,288,307
"ENST00000497331",1,6,67,40,39,39,54
"ENST00000473951",1,0,5,5,3,2,5
"ENST00000400664",6,1,2,4,11,8,13
"ENST00000420770",5,4,2,4,8,4,6
"ENST00000375371",0,0,0,2,1,5,7
"ENST00000290597",21,27,7,17,12,12,19
"ENST00000375341",94,77,33,43,36,81,74
"ENST00000538839",13,13,3,4,2,11,14
"ENST00000432718",4,7,1,0,0,2,5
"ENST00000455833",75,90,73,47,89,177,154
"ENST00000375225",26,64,35,32,38,54,78
"ENST00000375254",674,773,359,318,296,825,927
"ENST00000375224",50,72,60,68,47,84,122
"ENST00000459947",8,13,5,13,5,10,18
"ENST00000483922",1,1,1,0,1,4,7
"ENST00000494503",12,13,13,10,4,12,7
"ENST00000375218",11,18,17,6,4,26,24
"ENST00000425413",7,21,12,8,7,22,30
"ENST00000417040",28,35,32,18,20,50,43
"ENST00000475973",1,1,0,1,1,7,8
"ENST00000419533",18,12,14,6,19,39,40
"ENST00000477853",108,88,48,69,45,132,193
"ENST00000688219",38,43,40,24,36,113,121
"ENST00000690732",43,55,38,47,42,106,136
"ENST00000691945",37,40,24,28,20,57,54
"ENST00000688918",1,4,3,2,4,9,22
"ENST00000693007",15,25,17,35,33,46,46
"ENST00000688332",2,1,5,2,11,6,24
"ENST00000692207",13,11,16,10,9,16,20
"ENST00000690823",12,8,3,2,7,9,15
"ENST00000685594",9,29,23,19,22,64,114
"ENST00000688667",21,24,15,14,7,28,35
"ENST00000685099",7,13,9,12,15,38,42
"ENST00000690451",20,10,12,10,14,51,57
"ENST00000480380",22,23,14,14,11,35,41
"ENST00000375199",27,11,2,19,13,15,24
"ENST00000375208",8,9,1,1,2,13,14
"ENST00000461353",17,14,11,3,2,26,7
"ENST00000486405",9,5,8,6,9,43,63
"ENST00000494770",6,8,2,1,3,13,9
"ENST00000692400",24,18,17,6,12,41,28
"ENST00000689748",11,6,8,4,12,20,9
"ENST00000330263",416,492,158,171,144,503,456
"ENST00000493700",17,15,6,6,3,14,18
"ENST00000457194",67,61,29,42,45,113,101
"ENST00000429712",16,16,6,1,2,19,9
"ENST00000493176",1,10,2,0,5,4,1
"ENST00000361640",37,23,14,23,21,24,12
"ENST00000235835",957,802,358,479,367,565,505
"ENST00000330072",17,18,8,5,4,7,4
"ENST00000492217",22,16,3,8,6,16,11
"ENST00000375153",49,54,24,29,17,57,57
"ENST00000375155",92,76,32,42,32,84,85
"ENST00000469076",6,15,1,4,8,11,11
"ENST00000400548",25,30,12,13,12,31,37
"ENST00000497827",1,2,2,2,2,6,2
"ENST00000432465",2,7,1,0,1,0,6
"ENST00000264202",1335,1345,434,572,474,1104,1060
"ENST00000375142",149,149,102,114,98,221,210
"ENST00000264203",125,132,84,58,58,148,88
"ENST00000674299",12,21,26,10,9,48,23
"ENST00000674449",65,78,43,39,42,107,80
"ENST00000482808",39,30,14,21,12,33,38
"ENST00000674390",21,28,11,4,7,18,19
"ENST00000375144",37,56,34,29,18,64,50
"ENST00000674432",19,19,16,6,9,19,18
"ENST00000433834",30,25,17,17,13,27,12
"ENST00000674228",4,8,14,1,1,15,20
"ENST00000459967",3,15,2,1,1,11,6
"ENST00000674278",30,49,20,25,10,37,35
"ENST00000648702",74,78,48,25,42,40,49
"ENST00000617872",121,102,63,44,48,88,72
"ENST00000322753",2032,1574,587,635,585,1325,1048
"ENST00000486890",6,4,2,6,4,15,5
"ENST00000498067",42,19,22,19,42,65,68
"ENST00000467029",68,43,21,16,22,50,29
"ENST00000481464",59,68,54,54,34,72,75
"ENST00000498642",12,11,5,3,2,17,9
"ENST00000479642",4,4,3,5,1,3,11
"ENST00000622566",40,54,44,42,13,38,16
"ENST00000621723",50,64,57,34,22,42,16
"ENST00000375136",304,303,99,75,49,257,68
"ENST00000618761",31,63,57,35,30,62,23
"ENST00000615215",75,90,54,38,24,75,20
"ENST00000548815",31,65,39,19,24,39,25
"ENST00000602293",2,3,0,1,2,10,7
"ENST00000289753",0,3,1,2,1,5,6
"ENST00000375127",2,0,2,4,0,5,2
"ENST00000294543",3,1,1,5,2,4,5
"ENST00000375120",239,192,100,121,112,194,204
"ENST00000486277",2,3,7,3,1,18,32
"ENST00000375108",0,0,10,4,5,102,91
"ENST00000375105",0,1,2,6,7,12,10
"ENST00000429261",7,9,4,8,6,13,21
"ENST00000442226",23,10,9,4,7,6,4
"ENST00000375099",30,21,3,12,17,36,34
"ENST00000289815",14,11,3,4,6,17,14
"ENST00000375079",3,6,0,2,1,6,3
"ENST00000473325",8,8,7,5,4,19,17
"ENST00000375078",811,704,276,457,460,426,544
"ENST00000489020",23,23,14,15,21,14,16
"ENST00000264198",262,237,151,144,121,333,270
"ENST00000332947",28,51,15,35,24,27,30
"ENST00000321556",333,304,136,163,168,609,656
"ENST00000492302",12,12,17,10,10,32,41
